RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720738192568	 	3.11.3
REQUEST		Get Pikachu	1720738196632	1720738196674	OK	 
USER	Pokemon API Test	END	1720738196675
USER	Pokemon API Test	START	1720738196675
REQUEST		Get Pikachu	1720738196617	1720738196673	OK	 
USER	Pokemon API Test	END	1720738196678
USER	Pokemon API Test	START	1720738196678
REQUEST		Get Pikachu	1720738196637	1720738196683	OK	 
USER	Pokemon API Test	END	1720738196688
USER	Pokemon API Test	START	1720738196688
REQUEST		Get Pikachu	1720738196634	1720738196689	OK	 
REQUEST		Get Pikachu	1720738196634	1720738196690	OK	 
USER	Pokemon API Test	END	1720738196694
USER	Pokemon API Test	END	1720738196694
USER	Pokemon API Test	START	1720738196694
USER	Pokemon API Test	START	1720738196695
REQUEST		Get Pikachu	1720738196616	1720738196683	OK	 
USER	Pokemon API Test	END	1720738196697
USER	Pokemon API Test	START	1720738196697
REQUEST		Get Pikachu	1720738196646	1720738196704	OK	 
USER	Pokemon API Test	END	1720738196709
USER	Pokemon API Test	START	1720738196710
REQUEST		Get Pikachu	1720738196694	1720738196730	OK	 
REQUEST		Get Pikachu	1720738196628	1720738196721	OK	 
USER	Pokemon API Test	END	1720738196732
USER	Pokemon API Test	START	1720738196732
REQUEST		Get Pikachu	1720738196670	1720738196734	OK	 
USER	Pokemon API Test	END	1720738196736
USER	Pokemon API Test	END	1720738196737
USER	Pokemon API Test	START	1720738196739
REQUEST		Get Pikachu	1720738196679	1720738196741	OK	 
USER	Pokemon API Test	START	1720738196751
USER	Pokemon API Test	END	1720738196751
REQUEST		Get Pikachu	1720738196688	1720738196745	OK	 
USER	Pokemon API Test	END	1720738196757
USER	Pokemon API Test	START	1720738196757
REQUEST		Get Pikachu	1720738196698	1720738196754	OK	 
REQUEST		Get Pikachu	1720738196696	1720738196755	OK	 
USER	Pokemon API Test	END	1720738196758
USER	Pokemon API Test	END	1720738196759
REQUEST		Get Pikachu	1720738196671	1720738196740	OK	 
USER	Pokemon API Test	START	1720738196759
USER	Pokemon API Test	END	1720738196759
USER	Pokemon API Test	START	1720738196759
USER	Pokemon API Test	START	1720738196760
USER	Pokemon API Test	START	1720738196761
REQUEST		Get Pikachu	1720738196675	1720738196751	OK	 
USER	Pokemon API Test	END	1720738196764
USER	Pokemon API Test	START	1720738196764
REQUEST		Get Pikachu	1720738196739	1720738196785	OK	 
USER	Pokemon API Test	END	1720738196787
REQUEST		Get Pikachu	1720738196710	1720738196784	OK	 
USER	Pokemon API Test	END	1720738196788
USER	Pokemon API Test	START	1720738196788
USER	Pokemon API Test	START	1720738196789
REQUEST		Get Pikachu	1720738196760	1720738196789	OK	 
USER	Pokemon API Test	END	1720738196790
USER	Pokemon API Test	START	1720738196790
REQUEST		Get Pikachu	1720738196735	1720738196797	OK	 
USER	Pokemon API Test	END	1720738196806
REQUEST		Get Pikachu	1720738196761	1720738196807	OK	 
REQUEST		Get Pikachu	1720738196757	1720738196807	OK	 
REQUEST		Get Pikachu	1720738196765	1720738196812	OK	 
USER	Pokemon API Test	END	1720738196816
USER	Pokemon API Test	END	1720738196816
USER	Pokemon API Test	START	1720738196816
USER	Pokemon API Test	START	1720738196816
USER	Pokemon API Test	START	1720738196817
USER	Pokemon API Test	END	1720738196818
USER	Pokemon API Test	START	1720738196818
REQUEST		Get Pikachu	1720738196759	1720738196820	OK	 
USER	Pokemon API Test	END	1720738196835
REQUEST		Get Pikachu	1720738196790	1720738196836	OK	 
USER	Pokemon API Test	END	1720738196837
USER	Pokemon API Test	START	1720738196838
REQUEST		Get Pikachu	1720738196764	1720738196838	OK	 
USER	Pokemon API Test	END	1720738196842
USER	Pokemon API Test	START	1720738196842
USER	Pokemon API Test	START	1720738196850
REQUEST		Get Pikachu	1720738196759	1720738196845	OK	 
USER	Pokemon API Test	END	1720738196852
USER	Pokemon API Test	START	1720738196852
REQUEST		Get Pikachu	1720738196789	1720738196862	OK	 
REQUEST		Get Pikachu	1720738196790	1720738196871	OK	 
USER	Pokemon API Test	END	1720738196877
USER	Pokemon API Test	START	1720738196878
USER	Pokemon API Test	END	1720738196879
USER	Pokemon API Test	START	1720738196879
REQUEST		Get Pikachu	1720738196839	1720738196886	OK	 
USER	Pokemon API Test	END	1720738196888
USER	Pokemon API Test	START	1720738196888
REQUEST		Get Pikachu	1720738196817	1720738196888	OK	 
USER	Pokemon API Test	END	1720738196893
REQUEST		Get Pikachu	1720738196819	1720738196892	OK	 
REQUEST		Get Pikachu	1720738196818	1720738196900	OK	 
USER	Pokemon API Test	END	1720738196905
USER	Pokemon API Test	START	1720738196911
USER	Pokemon API Test	START	1720738196911
USER	Pokemon API Test	END	1720738196912
USER	Pokemon API Test	START	1720738196913
REQUEST		Get Pikachu	1720738196816	1720738196907	OK	 
USER	Pokemon API Test	END	1720738196914
USER	Pokemon API Test	START	1720738196914
REQUEST		Get Pikachu	1720738196879	1720738196913	OK	 
USER	Pokemon API Test	END	1720738196914
REQUEST		Get Pikachu	1720738196842	1720738196917	OK	 
REQUEST		Get Pikachu	1720738196852	1720738196915	OK	 
USER	Pokemon API Test	END	1720738196922
USER	Pokemon API Test	START	1720738196923
REQUEST		Get Pikachu	1720738196878	1720738196922	OK	 
USER	Pokemon API Test	END	1720738196926
USER	Pokemon API Test	START	1720738196926
USER	Pokemon API Test	START	1720738196927
USER	Pokemon API Test	END	1720738196927
USER	Pokemon API Test	START	1720738196927
REQUEST		Get Pikachu	1720738196851	1720738196924	OK	 
USER	Pokemon API Test	END	1720738196930
USER	Pokemon API Test	START	1720738196930
REQUEST		Get Pikachu	1720738196914	1720738196947	OK	 
USER	Pokemon API Test	END	1720738196948
USER	Pokemon API Test	START	1720738196949
REQUEST		Get Pikachu	1720738196893	1720738196955	OK	 
USER	Pokemon API Test	END	1720738196964
REQUEST		Get Pikachu	1720738196914	1720738196959	OK	 
USER	Pokemon API Test	END	1720738196965
USER	Pokemon API Test	START	1720738196965
USER	Pokemon API Test	START	1720738196966
REQUEST		Get Pikachu	1720738196915	1720738196962	OK	 
USER	Pokemon API Test	END	1720738196967
USER	Pokemon API Test	START	1720738196968
REQUEST		Get Pikachu	1720738196915	1720738196972	OK	 
USER	Pokemon API Test	END	1720738196977
USER	Pokemon API Test	START	1720738196977
REQUEST		Get Pikachu	1720738196928	1720738196974	OK	 
USER	Pokemon API Test	END	1720738196985
USER	Pokemon API Test	START	1720738196987
REQUEST		Get Pikachu	1720738196926	1720738196987	OK	 
USER	Pokemon API Test	END	1720738196992
USER	Pokemon API Test	START	1720738196992
REQUEST		Get Pikachu	1720738196930	1720738196992	OK	 
USER	Pokemon API Test	END	1720738196993
USER	Pokemon API Test	START	1720738196993
REQUEST		Get Pikachu	1720738196923	1720738196992	OK	 
USER	Pokemon API Test	END	1720738196996
USER	Pokemon API Test	START	1720738196996
REQUEST		Get Pikachu	1720738196949	1720738197007	OK	 
REQUEST		Get Pikachu	1720738196928	1720738197002	OK	 
USER	Pokemon API Test	END	1720738197015
USER	Pokemon API Test	END	1720738197015
USER	Pokemon API Test	START	1720738197015
USER	Pokemon API Test	START	1720738197015
REQUEST		Get Pikachu	1720738196977	1720738197017	OK	 
USER	Pokemon API Test	END	1720738197019
USER	Pokemon API Test	START	1720738197019
REQUEST		Get Pikachu	1720738196965	1720738197025	OK	 
USER	Pokemon API Test	END	1720738197031
USER	Pokemon API Test	START	1720738197031
REQUEST		Get Pikachu	1720738196967	1720738197026	OK	 
USER	Pokemon API Test	END	1720738197032
USER	Pokemon API Test	START	1720738197032
REQUEST		Get Pikachu	1720738196994	1720738197043	OK	 
USER	Pokemon API Test	END	1720738197050
REQUEST		Get Pikachu	1720738197017	1720738197065	OK	 
USER	Pokemon API Test	END	1720738197067
USER	Pokemon API Test	START	1720738197067
REQUEST		Get Pikachu	1720738196992	1720738197067	OK	 
REQUEST		Get Pikachu	1720738196994	1720738197047	OK	 
USER	Pokemon API Test	END	1720738197073
USER	Pokemon API Test	END	1720738197073
USER	Pokemon API Test	START	1720738197073
REQUEST		Get Pikachu	1720738196998	1720738197071	OK	 
USER	Pokemon API Test	END	1720738197075
USER	Pokemon API Test	START	1720738197075
USER	Pokemon API Test	START	1720738197076
USER	Pokemon API Test	START	1720738197081
REQUEST		Get Pikachu	1720738196972	1720738197077	OK	 
USER	Pokemon API Test	END	1720738197083
USER	Pokemon API Test	START	1720738197084
REQUEST		Get Pikachu	1720738197016	1720738197077	OK	 
USER	Pokemon API Test	END	1720738197085
USER	Pokemon API Test	START	1720738197085
REQUEST		Get Pikachu	1720738197031	1720738197091	OK	 
USER	Pokemon API Test	END	1720738197096
USER	Pokemon API Test	START	1720738197096
REQUEST		Get Pikachu	1720738197019	1720738197086	OK	 
USER	Pokemon API Test	END	1720738197100
USER	Pokemon API Test	START	1720738197100
REQUEST		Get Pikachu	1720738197068	1720738197105	OK	 
USER	Pokemon API Test	END	1720738197106
USER	Pokemon API Test	START	1720738197106
REQUEST		Get Pikachu	1720738197033	1720738197111	OK	 
USER	Pokemon API Test	END	1720738197118
USER	Pokemon API Test	START	1720738197119
REQUEST		Get Pikachu	1720738197076	1720738197125	OK	 
USER	Pokemon API Test	END	1720738197129
USER	Pokemon API Test	START	1720738197130
REQUEST		Get Pikachu	1720738197081	1720738197130	OK	 
USER	Pokemon API Test	END	1720738197133
REQUEST		Get Pikachu	1720738197075	1720738197127	OK	 
USER	Pokemon API Test	END	1720738197134
USER	Pokemon API Test	START	1720738197134
USER	Pokemon API Test	START	1720738197135
REQUEST		Get Pikachu	1720738197084	1720738197138	OK	 
USER	Pokemon API Test	END	1720738197139
USER	Pokemon API Test	START	1720738197139
REQUEST		Get Pikachu	1720738197073	1720738197140	OK	 
USER	Pokemon API Test	END	1720738197147
USER	Pokemon API Test	START	1720738197147
REQUEST		Get Pikachu	1720738197085	1720738197145	OK	 
USER	Pokemon API Test	END	1720738197149
USER	Pokemon API Test	START	1720738197149
REQUEST		Get Pikachu	1720738197120	1720738197156	OK	 
USER	Pokemon API Test	END	1720738197157
REQUEST		Get Pikachu	1720738197096	1720738197155	OK	 
USER	Pokemon API Test	START	1720738197159
USER	Pokemon API Test	END	1720738197160
USER	Pokemon API Test	START	1720738197160
REQUEST		Get Pikachu	1720738197100	1720738197167	OK	 
USER	Pokemon API Test	END	1720738197173
USER	Pokemon API Test	START	1720738197173
REQUEST		Get Pikachu	1720738197106	1720738197171	OK	 
USER	Pokemon API Test	END	1720738197174
USER	Pokemon API Test	START	1720738197175
REQUEST		Get Pikachu	1720738197147	1720738197181	OK	 
USER	Pokemon API Test	END	1720738197182
USER	Pokemon API Test	START	1720738197182
REQUEST		Get Pikachu	1720738197136	1720738197183	OK	 
USER	Pokemon API Test	END	1720738197187
USER	Pokemon API Test	START	1720738197187
REQUEST		Get Pikachu	1720738197136	1720738197198	OK	 
REQUEST		Get Pikachu	1720738197134	1720738197198	OK	 
REQUEST		Get Pikachu	1720738197149	1720738197204	OK	 
USER	Pokemon API Test	END	1720738197209
USER	Pokemon API Test	START	1720738197209
USER	Pokemon API Test	END	1720738197210
USER	Pokemon API Test	END	1720738197210
USER	Pokemon API Test	START	1720738197210
REQUEST		Get Pikachu	1720738197140	1720738197221	OK	 
USER	Pokemon API Test	END	1720738197226
REQUEST		Get Pikachu	1720738197160	1720738197227	OK	 
USER	Pokemon API Test	START	1720738197233
USER	Pokemon API Test	START	1720738197234
USER	Pokemon API Test	END	1720738197235
USER	Pokemon API Test	START	1720738197236
REQUEST		Get Pikachu	1720738197176	1720738197239	OK	 
USER	Pokemon API Test	END	1720738197240
USER	Pokemon API Test	START	1720738197241
REQUEST		Get Pikachu	1720738197161	1720738197239	OK	 
USER	Pokemon API Test	END	1720738197244
USER	Pokemon API Test	START	1720738197244
REQUEST		Get Pikachu	1720738197188	1720738197248	OK	 
USER	Pokemon API Test	END	1720738197253
REQUEST		Get Pikachu	1720738197182	1720738197253	OK	 
USER	Pokemon API Test	END	1720738197261
USER	Pokemon API Test	START	1720738197262
REQUEST		Get Pikachu	1720738197174	1720738197257	OK	 
USER	Pokemon API Test	END	1720738197262
USER	Pokemon API Test	START	1720738197262
USER	Pokemon API Test	START	1720738197262
REQUEST		Get Pikachu	1720738197235	1720738197269	OK	 
USER	Pokemon API Test	END	1720738197270
USER	Pokemon API Test	START	1720738197270
REQUEST		Get Pikachu	1720738197210	1720738197282	OK	 
USER	Pokemon API Test	END	1720738197288
USER	Pokemon API Test	START	1720738197288
REQUEST		Get Pikachu	1720738197226	1720738197278	OK	 
USER	Pokemon API Test	END	1720738197290
REQUEST		Get Pikachu	1720738197237	1720738197283	OK	 
USER	Pokemon API Test	END	1720738197291
USER	Pokemon API Test	START	1720738197291
REQUEST		Get Pikachu	1720738197241	1720738197288	OK	 
USER	Pokemon API Test	END	1720738197293
USER	Pokemon API Test	START	1720738197293
USER	Pokemon API Test	START	1720738197293
REQUEST		Get Pikachu	1720738197244	1720738197295	OK	 
USER	Pokemon API Test	END	1720738197300
USER	Pokemon API Test	START	1720738197300
REQUEST		Get Pikachu	1720738197245	1720738197305	OK	 
USER	Pokemon API Test	END	1720738197310
USER	Pokemon API Test	START	1720738197310
REQUEST		Get Pikachu	1720738197263	1720738197320	OK	 
USER	Pokemon API Test	END	1720738197321
USER	Pokemon API Test	START	1720738197323
REQUEST		Get Pikachu	1720738197262	1720738197316	OK	 
REQUEST		Get Pikachu	1720738197292	1720738197329	OK	 
USER	Pokemon API Test	END	1720738197330
USER	Pokemon API Test	END	1720738197330
USER	Pokemon API Test	START	1720738197331
REQUEST		Get Pikachu	1720738197271	1720738197331	OK	 
USER	Pokemon API Test	END	1720738197337
USER	Pokemon API Test	START	1720738197337
REQUEST		Get Pikachu	1720738197263	1720738197323	OK	 
USER	Pokemon API Test	END	1720738197338
USER	Pokemon API Test	START	1720738197339
USER	Pokemon API Test	START	1720738197340
REQUEST		Get Pikachu	1720738197293	1720738197348	OK	 
REQUEST		Get Pikachu	1720738197293	1720738197353	OK	 
REQUEST		Get Pikachu	1720738197289	1720738197342	OK	 
REQUEST		Get Pikachu	1720738197300	1720738197358	OK	 
USER	Pokemon API Test	END	1720738197378
USER	Pokemon API Test	START	1720738197378
USER	Pokemon API Test	END	1720738197379
USER	Pokemon API Test	END	1720738197379
USER	Pokemon API Test	START	1720738197379
USER	Pokemon API Test	START	1720738197380
USER	Pokemon API Test	END	1720738197381
USER	Pokemon API Test	START	1720738197381
REQUEST		Get Pikachu	1720738197339	1720738197393	OK	 
USER	Pokemon API Test	END	1720738197396
USER	Pokemon API Test	START	1720738197396
REQUEST		Get Pikachu	1720738197310	1720738197390	OK	 
USER	Pokemon API Test	END	1720738197401
USER	Pokemon API Test	START	1720738197402
REQUEST		Get Pikachu	1720738197380	1720738197411	OK	 
USER	Pokemon API Test	END	1720738197412
REQUEST		Get Pikachu	1720738197339	1720738197413	OK	 
USER	Pokemon API Test	END	1720738197420
REQUEST		Get Pikachu	1720738197340	1720738197407	OK	 
REQUEST		Get Pikachu	1720738197339	1720738197416	OK	 
USER	Pokemon API Test	END	1720738197420
USER	Pokemon API Test	START	1720738197420
USER	Pokemon API Test	END	1720738197420
USER	Pokemon API Test	START	1720738197421
USER	Pokemon API Test	START	1720738197421
USER	Pokemon API Test	START	1720738197422
REQUEST		Get Pikachu	1720738197336	1720738197424	OK	 
USER	Pokemon API Test	END	1720738197429
USER	Pokemon API Test	START	1720738197429
REQUEST		Get Pikachu	1720738197381	1720738197428	OK	 
USER	Pokemon API Test	END	1720738197432
USER	Pokemon API Test	START	1720738197433
REQUEST		Get Pikachu	1720738197402	1720738197438	OK	 
USER	Pokemon API Test	END	1720738197439
USER	Pokemon API Test	START	1720738197439
REQUEST		Get Pikachu	1720738197380	1720738197436	OK	 
USER	Pokemon API Test	END	1720738197440
USER	Pokemon API Test	START	1720738197440
REQUEST		Get Pikachu	1720738197397	1720738197455	OK	 
USER	Pokemon API Test	END	1720738197460
USER	Pokemon API Test	START	1720738197460
REQUEST		Get Pikachu	1720738197429	1720738197465	OK	 
USER	Pokemon API Test	END	1720738197466
USER	Pokemon API Test	START	1720738197466
REQUEST		Get Pikachu	1720738197420	1720738197466	OK	 
USER	Pokemon API Test	END	1720738197470
USER	Pokemon API Test	START	1720738197471
REQUEST		Get Pikachu	1720738197422	1720738197469	OK	 
USER	Pokemon API Test	END	1720738197473
REQUEST		Get Pikachu	1720738197381	1720738197469	OK	 
REQUEST		Get Pikachu	1720738197421	1720738197470	OK	 
USER	Pokemon API Test	START	1720738197474
USER	Pokemon API Test	END	1720738197478
USER	Pokemon API Test	END	1720738197478
USER	Pokemon API Test	START	1720738197478
REQUEST		Get Pikachu	1720738197433	1720738197475	OK	 
REQUEST		Get Pikachu	1720738197440	1720738197490	OK	 
USER	Pokemon API Test	END	1720738197494
USER	Pokemon API Test	START	1720738197495
REQUEST		Get Pikachu	1720738197440	1720738197496	OK	 
USER	Pokemon API Test	END	1720738197503
USER	Pokemon API Test	START	1720738197503
REQUEST		Get Pikachu	1720738197467	1720738197508	OK	 
USER	Pokemon API Test	END	1720738197509
USER	Pokemon API Test	END	1720738197509
USER	Pokemon API Test	START	1720738197510
USER	Pokemon API Test	START	1720738197511
USER	Pokemon API Test	START	1720738197511
REQUEST		Get Pikachu	1720738197460	1720738197522	OK	 
REQUEST		Get Pikachu	1720738197471	1720738197530	OK	 
USER	Pokemon API Test	END	1720738197535
USER	Pokemon API Test	END	1720738197535
USER	Pokemon API Test	START	1720738197535
USER	Pokemon API Test	START	1720738197543
REQUEST		Get Pikachu	1720738197503	1720738197545	OK	 
USER	Pokemon API Test	END	1720738197546
REQUEST		Get Pikachu	1720738197495	1720738197554	OK	 
USER	Pokemon API Test	END	1720738197558
REQUEST		Get Pikachu	1720738197478	1720738197558	OK	 
USER	Pokemon API Test	END	1720738197562
USER	Pokemon API Test	START	1720738197562
USER	Pokemon API Test	START	1720738197563
REQUEST		Get Pikachu	1720738197422	1720738197563	OK	 
USER	Pokemon API Test	END	1720738197567
USER	Pokemon API Test	START	1720738197567
USER	Pokemon API Test	START	1720738197567
REQUEST		Get Pikachu	1720738197478	1720738197563	OK	 
USER	Pokemon API Test	END	1720738197568
USER	Pokemon API Test	START	1720738197569
REQUEST		Get Pikachu	1720738197510	1720738197579	OK	 
USER	Pokemon API Test	END	1720738197583
USER	Pokemon API Test	START	1720738197583
REQUEST		Get Pikachu	1720738197512	1720738197579	OK	 
USER	Pokemon API Test	END	1720738197584
USER	Pokemon API Test	START	1720738197584
REQUEST		Get Pikachu	1720738197519	1720738197602	OK	 
USER	Pokemon API Test	END	1720738197608
USER	Pokemon API Test	START	1720738197608
REQUEST		Get Pikachu	1720738197547	1720738197608	OK	 
USER	Pokemon API Test	END	1720738197609
USER	Pokemon API Test	START	1720738197609
REQUEST		Get Pikachu	1720738197569	1720738197612	OK	 
USER	Pokemon API Test	END	1720738197613
USER	Pokemon API Test	START	1720738197614
REQUEST		Get Pikachu	1720738197569	1720738197620	OK	 
REQUEST		Get Pikachu	1720738197562	1720738197621	OK	 
USER	Pokemon API Test	END	1720738197624
USER	Pokemon API Test	END	1720738197625
REQUEST		Get Pikachu	1720738197542	1720738197616	OK	 
USER	Pokemon API Test	END	1720738197625
USER	Pokemon API Test	START	1720738197625
REQUEST		Get Pikachu	1720738197567	1720738197621	OK	 
USER	Pokemon API Test	END	1720738197626
USER	Pokemon API Test	START	1720738197626
USER	Pokemon API Test	START	1720738197627
USER	Pokemon API Test	START	1720738197628
REQUEST		Get Pikachu	1720738197584	1720738197629	OK	 
USER	Pokemon API Test	END	1720738197634
USER	Pokemon API Test	START	1720738197634
REQUEST		Get Pikachu	1720738197568	1720738197637	OK	 
USER	Pokemon API Test	END	1720738197642
USER	Pokemon API Test	START	1720738197642
REQUEST		Get Pikachu	1720738197584	1720738197654	OK	 
USER	Pokemon API Test	END	1720738197660
USER	Pokemon API Test	START	1720738197664
REQUEST		Get Pikachu	1720738197608	1720738197665	OK	 
REQUEST		Get Pikachu	1720738197614	1720738197673	OK	 
USER	Pokemon API Test	END	1720738197674
USER	Pokemon API Test	START	1720738197674
USER	Pokemon API Test	END	1720738197684
REQUEST		Get Pikachu	1720738197610	1720738197686	OK	 
USER	Pokemon API Test	END	1720738197690
REQUEST		Get Pikachu	1720738197626	1720738197697	OK	 
REQUEST		Get Pikachu	1720738197628	1720738197694	OK	 
REQUEST		Get Pikachu	1720738197628	1720738197690	OK	 
REQUEST		Get Pikachu	1720738197626	1720738197702	OK	 
REQUEST		Get Pikachu	1720738197635	1720738197710	OK	 
USER	Pokemon API Test	END	1720738197711
USER	Pokemon API Test	END	1720738197712
USER	Pokemon API Test	END	1720738197712
USER	Pokemon API Test	START	1720738197712
USER	Pokemon API Test	START	1720738197713
USER	Pokemon API Test	END	1720738197713
USER	Pokemon API Test	START	1720738197713
USER	Pokemon API Test	START	1720738197713
USER	Pokemon API Test	START	1720738197715
USER	Pokemon API Test	END	1720738197715
USER	Pokemon API Test	START	1720738197715
USER	Pokemon API Test	START	1720738197715
REQUEST		Get Pikachu	1720738197716	1720738197748	OK	 
USER	Pokemon API Test	END	1720738197749
USER	Pokemon API Test	START	1720738197749
REQUEST		Get Pikachu	1720738197713	1720738197754	OK	 
USER	Pokemon API Test	END	1720738197755
USER	Pokemon API Test	START	1720738197755
REQUEST		Get Pikachu	1720738197664	1720738197750	OK	 
REQUEST		Get Pikachu	1720738197682	1720738197755	OK	 
USER	Pokemon API Test	END	1720738197760
REQUEST		Get Pikachu	1720738197642	1720738197758	OK	 
USER	Pokemon API Test	END	1720738197766
USER	Pokemon API Test	END	1720738197766
REQUEST		Get Pikachu	1720738197715	1720738197764	OK	 
REQUEST		Get Pikachu	1720738197713	1720738197766	OK	 
USER	Pokemon API Test	START	1720738197771
USER	Pokemon API Test	END	1720738197772
USER	Pokemon API Test	START	1720738197772
USER	Pokemon API Test	START	1720738197772
USER	Pokemon API Test	END	1720738197786
USER	Pokemon API Test	START	1720738197786
REQUEST		Get Pikachu	1720738197712	1720738197782	OK	 
USER	Pokemon API Test	START	1720738197786
USER	Pokemon API Test	END	1720738197786
USER	Pokemon API Test	START	1720738197788
REQUEST		Get Pikachu	1720738197714	1720738197787	OK	 
USER	Pokemon API Test	END	1720738197795
USER	Pokemon API Test	START	1720738197795
REQUEST		Get Pikachu	1720738197715	1720738197789	OK	 
USER	Pokemon API Test	END	1720738197796
USER	Pokemon API Test	START	1720738197797
REQUEST		Get Pikachu	1720738197750	1720738197816	OK	 
USER	Pokemon API Test	END	1720738197825
USER	Pokemon API Test	START	1720738197825
REQUEST		Get Pikachu	1720738197796	1720738197830	OK	 
USER	Pokemon API Test	END	1720738197831
USER	Pokemon API Test	START	1720738197832
REQUEST		Get Pikachu	1720738197755	1720738197829	OK	 
USER	Pokemon API Test	END	1720738197834
USER	Pokemon API Test	START	1720738197834
REQUEST		Get Pikachu	1720738197786	1720738197832	OK	 
USER	Pokemon API Test	END	1720738197836
REQUEST		Get Pikachu	1720738197797	1720738197836	OK	 
USER	Pokemon API Test	END	1720738197837
USER	Pokemon API Test	START	1720738197837
REQUEST		Get Pikachu	1720738197785	1720738197836	OK	 
USER	Pokemon API Test	END	1720738197840
USER	Pokemon API Test	START	1720738197840
REQUEST		Get Pikachu	1720738197789	1720738197839	OK	 
USER	Pokemon API Test	END	1720738197843
USER	Pokemon API Test	START	1720738197843
REQUEST		Get Pikachu	1720738197789	1720738197843	OK	 
USER	Pokemon API Test	END	1720738197847
USER	Pokemon API Test	START	1720738197847
USER	Pokemon API Test	START	1720738197847
REQUEST		Get Pikachu	1720738197796	1720738197846	OK	 
USER	Pokemon API Test	END	1720738197855
USER	Pokemon API Test	START	1720738197855
REQUEST		Get Pikachu	1720738197788	1720738197851	OK	 
USER	Pokemon API Test	END	1720738197856
USER	Pokemon API Test	START	1720738197856
REQUEST		Get Pikachu	1720738197840	1720738197878	OK	 
USER	Pokemon API Test	END	1720738197879
USER	Pokemon API Test	START	1720738197879
REQUEST		Get Pikachu	1720738197835	1720738197887	OK	 
USER	Pokemon API Test	END	1720738197891
REQUEST		Get Pikachu	1720738197832	1720738197889	OK	 
USER	Pokemon API Test	END	1720738197893
USER	Pokemon API Test	START	1720738197893
REQUEST		Get Pikachu	1720738197837	1720738197890	OK	 
USER	Pokemon API Test	END	1720738197896
USER	Pokemon API Test	START	1720738197896
REQUEST		Get Pikachu	1720738197826	1720738197886	OK	 
USER	Pokemon API Test	END	1720738197897
USER	Pokemon API Test	START	1720738197897
USER	Pokemon API Test	START	1720738197897
REQUEST		Get Pikachu	1720738197848	1720738197900	OK	 
REQUEST		Get Pikachu	1720738197857	1720738197907	OK	 
USER	Pokemon API Test	END	1720738197908
REQUEST		Get Pikachu	1720738197855	1720738197908	OK	 
USER	Pokemon API Test	END	1720738197912
USER	Pokemon API Test	END	1720738197913
USER	Pokemon API Test	START	1720738197914
USER	Pokemon API Test	START	1720738197913
USER	Pokemon API Test	START	1720738197915
REQUEST		Get Pikachu	1720738197856	1720738197916	OK	 
USER	Pokemon API Test	END	1720738197920
USER	Pokemon API Test	START	1720738197920
REQUEST		Get Pikachu	1720738197880	1720738197927	OK	 
USER	Pokemon API Test	END	1720738197936
USER	Pokemon API Test	START	1720738197936
REQUEST		Get Pikachu	1720738197898	1720738197939	OK	 
USER	Pokemon API Test	END	1720738197940
USER	Pokemon API Test	START	1720738197940
REQUEST		Get Pikachu	1720738197893	1720738197943	OK	 
USER	Pokemon API Test	END	1720738197947
USER	Pokemon API Test	START	1720738197947
REQUEST		Get Pikachu	1720738197898	1720738197958	OK	 
USER	Pokemon API Test	END	1720738197964
USER	Pokemon API Test	START	1720738197964
REQUEST		Get Pikachu	1720738197916	1720738197968	OK	 
USER	Pokemon API Test	END	1720738197973
USER	Pokemon API Test	START	1720738197983
REQUEST		Get Pikachu	1720738197914	1720738197980	OK	 
REQUEST		Get Pikachu	1720738197921	1720738197979	OK	 
REQUEST		Get Pikachu	1720738197897	1720738197974	OK	 
USER	Pokemon API Test	END	1720738197987
USER	Pokemon API Test	START	1720738197987
USER	Pokemon API Test	END	1720738197988
USER	Pokemon API Test	START	1720738197988
USER	Pokemon API Test	END	1720738197988
USER	Pokemon API Test	START	1720738197997
REQUEST		Get Pikachu	1720738197936	1720738197997	OK	 
USER	Pokemon API Test	END	1720738197999
USER	Pokemon API Test	START	1720738198000
REQUEST		Get Pikachu	1720738197914	1720738197993	OK	 
USER	Pokemon API Test	END	1720738198000
USER	Pokemon API Test	START	1720738198001
REQUEST		Get Pikachu	1720738197940	1720738198004	OK	 
USER	Pokemon API Test	END	1720738198008
USER	Pokemon API Test	START	1720738198008
REQUEST		Get Pikachu	1720738197965	1720738198014	OK	 
USER	Pokemon API Test	END	1720738198020
USER	Pokemon API Test	START	1720738198021
REQUEST		Get Pikachu	1720738197947	1720738198010	OK	 
REQUEST		Get Pikachu	1720738197988	1720738198024	OK	 
USER	Pokemon API Test	END	1720738198025
USER	Pokemon API Test	START	1720738198025
USER	Pokemon API Test	END	1720738198025
USER	Pokemon API Test	START	1720738198026
REQUEST		Get Pikachu	1720738197992	1720738198038	OK	 
USER	Pokemon API Test	END	1720738198043
USER	Pokemon API Test	START	1720738198043
REQUEST		Get Pikachu	1720738198009	1720738198055	OK	 
USER	Pokemon API Test	END	1720738198056
REQUEST		Get Pikachu	1720738197843	1720738198054	OK	 
REQUEST		Get Pikachu	1720738198000	1720738198054	OK	 
REQUEST		Get Pikachu	1720738197997	1720738198057	OK	 
REQUEST		Get Pikachu	1720738197986	1720738198052	OK	 
REQUEST		Get Pikachu	1720738198001	1720738198068	OK	 
USER	Pokemon API Test	START	1720738198075
USER	Pokemon API Test	END	1720738198076
